"","X.1","X","qElim1","qExtinct1","qElimWithDogs1","qNoElimWithDogs1"
"31627",31627,"result.11002",5,0,5,0
"31628",31628,"result.11003",5,0,5,0
"31629",31629,"result.11004",5,0,5,0
"31630",31630,"result.11005",4,0,4,1
"31631",31631,"result.11006",5,0,5,0
"31632",31632,"result.11007",3,0,3,2
"31633",31633,"result.11008",4,0,4,1
"31634",31634,"result.11009",5,0,5,0
"31635",31635,"result.11010",4,0,4,1
"31636",31636,"result.11011",1,0,1,4
"31637",31637,"result.11012",1,0,1,4
"31638",31638,"result.11013",2,0,2,3
"31639",31639,"result.11014",3,0,3,2
"31640",31640,"result.11015",4,0,4,1
"31641",31641,"result.11016",0,0,0,5
"31642",31642,"result.11017",2,0,2,3
"31643",31643,"result.11018",2,0,2,3
"31644",31644,"result.11019",2,0,2,3
"31645",31645,"result.11020",2,0,2,3
"31646",31646,"result.11021",1,0,1,4
"31647",31647,"result.11022",2,0,2,3
"31648",31648,"result.11023",2,0,2,3
"31649",31649,"result.11024",1,0,1,4
"31650",31650,"result.11025",2,0,2,3
"31651",31651,"result.11026",5,0,5,0
"31652",31652,"result.11027",5,0,5,0
"31653",31653,"result.11028",5,0,5,0
"31654",31654,"result.11029",5,0,5,0
"31655",31655,"result.11030",5,0,5,0
"31656",31656,"result.11031",5,0,5,0
"31657",31657,"result.11032",4,0,4,1
"31658",31658,"result.11033",3,0,3,2
"31659",31659,"result.11034",4,0,4,1
"31660",31660,"result.11035",5,0,5,0
"31661",31661,"result.11036",4,0,4,1
"31662",31662,"result.11037",3,0,3,2
"31663",31663,"result.11038",1,0,1,4
"31664",31664,"result.11039",3,0,3,2
"31665",31665,"result.11040",2,0,2,3
"31666",31666,"result.11041",2,0,2,3
"31667",31667,"result.11042",1,0,1,4
"31668",31668,"result.11043",1,0,1,4
"31669",31669,"result.11044",2,0,2,3
"31670",31670,"result.11045",2,0,2,3
"31671",31671,"result.11046",2,0,2,3
"31672",31672,"result.11047",2,0,2,3
"31673",31673,"result.11048",2,0,2,3
"31674",31674,"result.11049",1,0,1,4
"31675",31675,"result.11050",1,0,1,4
"31676",31676,"result.11051",5,0,5,0
"31677",31677,"result.11052",5,0,5,0
"31678",31678,"result.11053",5,0,5,0
"31679",31679,"result.11054",5,0,5,0
"31680",31680,"result.11055",5,0,5,0
"31681",31681,"result.11056",4,0,4,1
"31682",31682,"result.11057",4,0,4,1
"31683",31683,"result.11058",5,0,5,0
"31684",31684,"result.11059",3,0,3,2
"31685",31685,"result.11060",5,0,5,0
"31686",31686,"result.11061",3,0,3,2
"31687",31687,"result.11062",4,0,4,1
"31688",31688,"result.11063",3,0,3,2
"31689",31689,"result.11064",2,0,2,3
"31690",31690,"result.11065",2,0,2,3
"31691",31691,"result.11066",1,0,1,4
"31692",31692,"result.11067",3,0,3,2
"31693",31693,"result.11068",3,0,3,2
"31694",31694,"result.11069",2,0,2,3
"31695",31695,"result.11070",3,0,3,2
"31696",31696,"result.11071",2,0,2,3
"31697",31697,"result.11072",2,0,2,3
"31698",31698,"result.11073",1,0,1,4
"31699",31699,"result.11074",2,0,2,3
"31700",31700,"result.11075",2,0,2,3
"31701",31701,"result.11076",5,0,5,0
"31702",31702,"result.11077",5,0,5,0
"31703",31703,"result.11078",5,0,5,0
"31704",31704,"result.11079",5,0,5,0
"31705",31705,"result.11080",5,0,5,0
"31706",31706,"result.11081",5,0,5,0
"31707",31707,"result.11082",2,0,2,3
"31708",31708,"result.11083",5,0,5,0
"31709",31709,"result.11084",5,0,5,0
"31710",31710,"result.11085",5,0,5,0
"31711",31711,"result.11086",2,0,2,3
"31712",31712,"result.11087",1,0,1,4
"31713",31713,"result.11088",3,0,3,2
"31714",31714,"result.11089",4,0,4,1
"31715",31715,"result.11090",3,0,3,2
"31716",31716,"result.11091",2,0,2,3
"31717",31717,"result.11092",3,0,3,2
"31718",31718,"result.11093",3,0,3,2
"31719",31719,"result.11094",0,0,0,5
"31720",31720,"result.11095",3,0,3,2
"31721",31721,"result.11096",0,0,0,5
"31722",31722,"result.11097",4,0,4,1
"31723",31723,"result.11098",3,0,3,2
"31724",31724,"result.11099",0,0,0,5
"31725",31725,"result.11100",3,0,3,2
"31726",31726,"result.11101",5,0,5,0
"31727",31727,"result.11102",5,0,5,0
"31728",31728,"result.11103",5,0,5,0
"31729",31729,"result.11104",5,0,5,0
"31730",31730,"result.11105",5,0,5,0
"31731",31731,"result.11106",5,0,5,0
"31732",31732,"result.11107",5,0,5,0
"31733",31733,"result.11108",5,0,5,0
"31734",31734,"result.11109",5,0,5,0
"31735",31735,"result.11110",3,0,3,2
"31736",31736,"result.11111",2,0,2,3
"31737",31737,"result.11112",1,0,1,4
"31738",31738,"result.11113",4,0,4,1
"31739",31739,"result.11114",3,0,3,2
"31740",31740,"result.11115",4,0,4,1
"31741",31741,"result.11116",3,0,3,2
"31742",31742,"result.11117",1,0,1,4
"31743",31743,"result.11118",1,0,1,4
"31744",31744,"result.11119",1,0,1,4
"31745",31745,"result.11120",0,0,0,5
"31746",31746,"result.11121",3,0,3,2
"31747",31747,"result.11122",1,0,1,4
"31748",31748,"result.11123",3,0,3,2
"31749",31749,"result.11124",1,0,1,4
"31750",31750,"result.11125",2,0,2,3
"31751",31751,"result.11126",5,0,5,0
"31752",31752,"result.11127",5,0,5,0
"31753",31753,"result.11128",5,0,5,0
"31754",31754,"result.11129",5,0,5,0
"31755",31755,"result.11130",5,0,5,0
"31756",31756,"result.11131",4,0,4,1
"31757",31757,"result.11132",5,0,5,0
"31758",31758,"result.11133",5,0,5,0
"31759",31759,"result.11134",5,0,5,0
"31760",31760,"result.11135",5,0,5,0
"31761",31761,"result.11136",2,0,2,3
"31762",31762,"result.11137",4,0,4,1
"31763",31763,"result.11138",5,0,5,0
"31764",31764,"result.11139",4,0,4,1
"31765",31765,"result.11140",4,0,4,1
"31766",31766,"result.11141",2,0,2,3
"31767",31767,"result.11142",1,0,1,4
"31768",31768,"result.11143",3,0,3,2
"31769",31769,"result.11144",2,0,2,3
"31770",31770,"result.11145",2,0,2,3
"31771",31771,"result.11146",3,0,3,2
"31772",31772,"result.11147",1,0,1,4
"31773",31773,"result.11148",2,0,2,3
"31774",31774,"result.11149",1,0,1,4
"31775",31775,"result.11150",0,0,0,5
"31776",31776,"result.11151",5,0,5,0
"31777",31777,"result.11152",5,0,5,0
"31778",31778,"result.11153",5,0,5,0
"31779",31779,"result.11154",5,0,5,0
"31780",31780,"result.11155",5,0,5,0
"31781",31781,"result.11156",5,0,5,0
"31782",31782,"result.11157",4,0,4,1
"31783",31783,"result.11158",4,0,4,1
"31784",31784,"result.11159",5,0,5,0
"31785",31785,"result.11160",5,0,5,0
"31786",31786,"result.11161",4,0,4,1
"31787",31787,"result.11162",3,0,3,2
"31788",31788,"result.11163",3,0,3,2
"31789",31789,"result.11164",5,0,5,0
"31790",31790,"result.11165",4,0,4,1
"31791",31791,"result.11166",3,0,3,2
"31792",31792,"result.11167",2,0,2,3
"31793",31793,"result.11168",1,0,1,4
"31794",31794,"result.11169",2,0,2,3
"31795",31795,"result.11170",2,0,2,3
"31796",31796,"result.11171",3,0,3,2
"31797",31797,"result.11172",3,0,3,2
"31798",31798,"result.11173",4,0,4,1
"31799",31799,"result.11174",3,0,3,2
"31800",31800,"result.11175",1,0,1,4
"31801",31801,"result.11176",5,0,5,0
"31802",31802,"result.11177",5,0,5,0
"31803",31803,"result.11178",5,0,5,0
"31804",31804,"result.11179",5,0,5,0
"31805",31805,"result.11180",5,0,5,0
"31806",31806,"result.11181",5,0,5,0
"31807",31807,"result.11182",5,0,5,0
"31808",31808,"result.11183",5,0,5,0
"31809",31809,"result.11184",5,0,5,0
"31810",31810,"result.11185",5,0,5,0
"31811",31811,"result.11186",5,0,5,0
"31812",31812,"result.11187",3,0,3,2
"31813",31813,"result.11188",2,0,2,3
"31814",31814,"result.11189",4,0,4,1
"31815",31815,"result.11190",3,0,3,2
"31816",31816,"result.11191",4,0,4,1
"31817",31817,"result.11192",5,0,5,0
"31818",31818,"result.11193",1,0,1,4
"31819",31819,"result.11194",1,0,1,4
"31820",31820,"result.11195",3,0,3,2
"31821",31821,"result.11196",4,0,4,1
"31822",31822,"result.11197",2,0,2,3
"31823",31823,"result.11198",1,0,1,4
"31824",31824,"result.11199",2,0,2,3
"31825",31825,"result.11200",3,0,3,2
"31826",31826,"result.11201",5,0,5,0
"31827",31827,"result.11202",5,0,5,0
"31828",31828,"result.11203",5,0,5,0
"31829",31829,"result.11204",5,0,5,0
"31830",31830,"result.11205",5,0,5,0
"31831",31831,"result.11206",5,0,5,0
"31832",31832,"result.11207",5,0,5,0
"31833",31833,"result.11208",5,0,5,0
"31834",31834,"result.11209",5,0,5,0
"31835",31835,"result.11210",5,0,5,0
"31836",31836,"result.11211",3,0,3,2
"31837",31837,"result.11212",3,0,3,2
"31838",31838,"result.11213",2,0,2,3
"31839",31839,"result.11214",5,0,5,0
"31840",31840,"result.11215",5,0,5,0
"31841",31841,"result.11216",1,0,1,4
"31842",31842,"result.11217",4,0,4,1
"31843",31843,"result.11218",2,0,2,3
"31844",31844,"result.11219",3,0,3,2
"31845",31845,"result.11220",2,0,2,3
"31846",31846,"result.11221",3,0,3,2
"31847",31847,"result.11222",1,0,1,4
"31848",31848,"result.11223",2,0,2,3
"31849",31849,"result.11224",1,0,1,4
"31850",31850,"result.11225",2,0,2,3
"31851",31851,"result.11226",5,0,5,0
"31852",31852,"result.11227",5,0,5,0
"31853",31853,"result.11228",5,0,5,0
"31854",31854,"result.11229",5,0,5,0
"31855",31855,"result.11230",5,0,5,0
"31856",31856,"result.11231",3,0,3,2
"31857",31857,"result.11232",5,0,5,0
"31858",31858,"result.11233",5,0,5,0
"31859",31859,"result.11234",4,0,4,1
"31860",31860,"result.11235",5,0,5,0
"31861",31861,"result.11236",3,0,3,2
"31862",31862,"result.11237",4,0,4,1
"31863",31863,"result.11238",2,0,2,3
"31864",31864,"result.11239",5,0,5,0
"31865",31865,"result.11240",5,0,5,0
"31866",31866,"result.11241",3,0,3,2
"31867",31867,"result.11242",2,0,2,3
"31868",31868,"result.11243",2,0,2,3
"31869",31869,"result.11244",0,0,0,5
"31870",31870,"result.11245",2,0,2,3
"31871",31871,"result.11246",4,0,4,1
"31872",31872,"result.11247",3,0,3,2
"31873",31873,"result.11248",0,0,0,5
"31874",31874,"result.11249",2,0,2,3
"31875",31875,"result.11250",3,0,3,2
"31876",31876,"result.11251",5,0,5,0
"31877",31877,"result.11252",5,0,5,0
"31878",31878,"result.11253",5,0,5,0
"31879",31879,"result.11254",5,0,5,0
"31880",31880,"result.11255",5,0,5,0
"31881",31881,"result.11256",5,0,5,0
"31882",31882,"result.11257",5,0,5,0
"31883",31883,"result.11258",5,0,5,0
"31884",31884,"result.11259",5,0,5,0
"31885",31885,"result.11260",5,0,5,0
"31886",31886,"result.11261",5,0,5,0
"31887",31887,"result.11262",5,0,5,0
"31888",31888,"result.11263",5,0,5,0
"31889",31889,"result.11264",4,0,4,1
"31890",31890,"result.11265",5,0,5,0
"31891",31891,"result.11266",4,0,4,1
"31892",31892,"result.11267",4,0,4,1
"31893",31893,"result.11268",3,0,3,2
"31894",31894,"result.11269",2,0,2,3
"31895",31895,"result.11270",3,0,3,2
"31896",31896,"result.11271",2,0,2,3
"31897",31897,"result.11272",2,0,2,3
"31898",31898,"result.11273",2,0,2,3
"31899",31899,"result.11274",3,0,3,2
"31900",31900,"result.11275",1,0,1,4
"31901",31901,"result.11276",5,0,5,0
"31902",31902,"result.11277",5,0,5,0
"31903",31903,"result.11278",5,0,5,0
"31904",31904,"result.11279",5,0,5,0
"31905",31905,"result.11280",5,0,5,0
"31906",31906,"result.11281",5,0,5,0
"31907",31907,"result.11282",5,0,5,0
"31908",31908,"result.11283",5,0,5,0
"31909",31909,"result.11284",5,0,5,0
"31910",31910,"result.11285",5,0,5,0
"31911",31911,"result.11286",5,0,5,0
"31912",31912,"result.11287",5,0,5,0
"31913",31913,"result.11288",4,0,4,1
"31914",31914,"result.11289",4,0,4,1
"31915",31915,"result.11290",4,0,4,1
"31916",31916,"result.11291",2,0,2,3
"31917",31917,"result.11292",2,0,2,3
"31918",31918,"result.11293",2,0,2,3
"31919",31919,"result.11294",3,0,3,2
"31920",31920,"result.11295",3,0,3,2
"31921",31921,"result.11296",3,0,3,2
"31922",31922,"result.11297",3,0,3,2
"31923",31923,"result.11298",4,0,4,1
"31924",31924,"result.11299",1,0,1,4
"31925",31925,"result.11300",4,0,4,1
"31926",31926,"result.11301",5,0,5,0
"31927",31927,"result.11302",5,0,5,0
"31928",31928,"result.11303",5,0,5,0
"31929",31929,"result.11304",5,0,5,0
"31930",31930,"result.11305",5,0,5,0
"31931",31931,"result.11306",5,0,5,0
"31932",31932,"result.11307",5,0,5,0
"31933",31933,"result.11308",5,0,5,0
"31934",31934,"result.11309",5,0,5,0
"31935",31935,"result.11310",5,0,5,0
"31936",31936,"result.11311",5,0,5,0
"31937",31937,"result.11312",4,0,4,1
"31938",31938,"result.11313",5,0,5,0
"31939",31939,"result.11314",5,0,5,0
"31940",31940,"result.11315",4,0,4,1
"31941",31941,"result.11316",3,0,3,2
"31942",31942,"result.11317",3,0,3,2
"31943",31943,"result.11318",5,0,5,0
"31944",31944,"result.11319",4,0,4,1
"31945",31945,"result.11320",4,0,4,1
"31946",31946,"result.11321",4,0,4,1
"31947",31947,"result.11322",3,0,3,2
"31948",31948,"result.11323",3,0,3,2
"31949",31949,"result.11324",2,0,2,3
"31950",31950,"result.11325",4,0,4,1
"31951",31951,"result.11326",5,0,5,0
"31952",31952,"result.11327",5,0,5,0
"31953",31953,"result.11328",5,0,5,0
"31954",31954,"result.11329",5,0,5,0
"31955",31955,"result.11330",5,0,5,0
"31956",31956,"result.11331",4,0,4,1
"31957",31957,"result.11332",5,0,5,0
"31958",31958,"result.11333",5,0,5,0
"31959",31959,"result.11334",5,0,5,0
"31960",31960,"result.11335",5,0,5,0
"31961",31961,"result.11336",4,0,4,1
"31962",31962,"result.11337",5,0,5,0
"31963",31963,"result.11338",3,0,3,2
"31964",31964,"result.11339",5,0,5,0
"31965",31965,"result.11340",4,0,4,1
"31966",31966,"result.11341",3,0,3,2
"31967",31967,"result.11342",2,0,2,3
"31968",31968,"result.11343",4,0,4,1
"31969",31969,"result.11344",2,0,2,3
"31970",31970,"result.11345",2,0,2,3
"31971",31971,"result.11346",2,0,2,3
"31972",31972,"result.11347",3,0,3,2
"31973",31973,"result.11348",2,0,2,3
"31974",31974,"result.11349",2,0,2,3
"31975",31975,"result.11350",5,0,5,0
"31976",31976,"result.11351",5,0,5,0
"31977",31977,"result.11352",5,0,5,0
"31978",31978,"result.11353",5,0,5,0
"31979",31979,"result.11354",5,0,5,0
"31980",31980,"result.11355",5,0,5,0
"31981",31981,"result.11356",5,0,5,0
"31982",31982,"result.11357",5,0,5,0
"31983",31983,"result.11358",5,0,5,0
"31984",31984,"result.11359",5,0,5,0
"31985",31985,"result.11360",5,0,5,0
"31986",31986,"result.11361",4,0,4,1
"31987",31987,"result.11362",4,0,4,1
"31988",31988,"result.11363",4,0,4,1
"31989",31989,"result.11364",3,0,3,2
"31990",31990,"result.11365",4,0,4,1
"31991",31991,"result.11366",3,0,3,2
"31992",31992,"result.11367",3,0,3,2
"31993",31993,"result.11368",2,0,2,3
"31994",31994,"result.11369",4,0,4,1
"31995",31995,"result.11370",4,0,4,1
"31996",31996,"result.11371",3,0,3,2
"31997",31997,"result.11372",3,0,3,2
"31998",31998,"result.11373",2,0,2,3
"31999",31999,"result.11374",3,0,3,2
"32000",32000,"result.11375",2,0,2,3
"32001",32001,"result.11376",5,0,5,0
"32002",32002,"result.11377",5,0,5,0
"32003",32003,"result.11378",5,0,5,0
"32004",32004,"result.11379",5,0,5,0
"32005",32005,"result.11380",5,0,5,0
"32006",32006,"result.11381",5,0,5,0
"32007",32007,"result.11382",5,0,5,0
"32008",32008,"result.11383",5,0,5,0
"32009",32009,"result.11384",5,0,5,0
"32010",32010,"result.11385",5,0,5,0
"32011",32011,"result.11386",5,0,5,0
"32012",32012,"result.11387",5,0,5,0
"32013",32013,"result.11388",5,0,5,0
"32014",32014,"result.11389",5,0,5,0
"32015",32015,"result.11390",5,0,5,0
"32016",32016,"result.11391",4,0,4,1
"32017",32017,"result.11392",4,0,4,1
"32018",32018,"result.11393",4,0,4,1
"32019",32019,"result.11394",4,0,4,1
"32020",32020,"result.11395",4,0,4,1
"32021",32021,"result.11396",4,0,4,1
"32022",32022,"result.11397",4,0,4,1
"32023",32023,"result.11398",3,0,3,2
"32024",32024,"result.11399",3,0,3,2
"32025",32025,"result.11400",4,0,4,1
"32026",32026,"result.11401",5,0,5,0
"32027",32027,"result.11402",5,0,5,0
"32028",32028,"result.11403",5,0,5,0
"32029",32029,"result.11404",5,0,5,0
"32030",32030,"result.11405",5,0,5,0
"32031",32031,"result.11406",5,0,5,0
"32032",32032,"result.11407",5,0,5,0
"32033",32033,"result.11408",5,0,5,0
"32034",32034,"result.11409",5,0,5,0
"32035",32035,"result.11410",5,0,5,0
"32036",32036,"result.11411",4,0,4,1
"32037",32037,"result.11412",5,0,5,0
"32038",32038,"result.11413",5,0,5,0
"32039",32039,"result.11414",5,0,5,0
"32040",32040,"result.11415",5,0,5,0
"32041",32041,"result.11416",5,0,5,0
"32042",32042,"result.11417",1,0,1,4
"32043",32043,"result.11418",5,0,5,0
"32044",32044,"result.11419",4,0,4,1
"32045",32045,"result.11420",4,0,4,1
"32046",32046,"result.11421",3,0,3,2
"32047",32047,"result.11422",2,0,2,3
"32048",32048,"result.11423",4,0,4,1
"32049",32049,"result.11424",1,0,1,4
"32050",32050,"result.11425",1,0,1,4
"32051",32051,"result.11426",5,0,5,0
"32052",32052,"result.11427",5,0,5,0
"32053",32053,"result.11428",5,0,5,0
"32054",32054,"result.11429",5,0,5,0
"32055",32055,"result.11430",5,0,5,0
"32056",32056,"result.11431",5,0,5,0
"32057",32057,"result.11432",5,0,5,0
"32058",32058,"result.11433",5,0,5,0
"32059",32059,"result.11434",5,0,5,0
"32060",32060,"result.11435",5,0,5,0
"32061",32061,"result.11436",5,0,5,0
"32062",32062,"result.11437",4,0,4,1
"32063",32063,"result.11438",5,0,5,0
"32064",32064,"result.11439",5,0,5,0
"32065",32065,"result.11440",5,0,5,0
"32066",32066,"result.11441",4,0,4,1
"32067",32067,"result.11442",2,0,2,3
"32068",32068,"result.11443",3,0,3,2
"32069",32069,"result.11444",3,0,3,2
"32070",32070,"result.11445",4,0,4,1
"32071",32071,"result.11446",4,0,4,1
"32072",32072,"result.11447",3,0,3,2
"32073",32073,"result.11448",2,0,2,3
"32074",32074,"result.11449",5,0,5,0
"32075",32075,"result.11450",2,0,2,3
"32076",32076,"result.11451",5,0,5,0
"32077",32077,"result.11452",5,0,5,0
"32078",32078,"result.11453",5,0,5,0
"32079",32079,"result.11454",5,0,5,0
"32080",32080,"result.11455",5,0,5,0
"32081",32081,"result.11456",5,0,5,0
"32082",32082,"result.11457",5,0,5,0
"32083",32083,"result.11458",5,0,5,0
"32084",32084,"result.11459",5,0,5,0
"32085",32085,"result.11460",5,0,5,0
"32086",32086,"result.11461",4,0,4,1
"32087",32087,"result.11462",5,0,5,0
"32088",32088,"result.11463",4,0,4,1
"32089",32089,"result.11464",5,0,5,0
"32090",32090,"result.11465",5,0,5,0
"32091",32091,"result.11466",5,0,5,0
"32092",32092,"result.11467",4,0,4,1
"32093",32093,"result.11468",4,0,4,1
"32094",32094,"result.11469",5,0,5,0
"32095",32095,"result.11470",4,0,4,1
"32096",32096,"result.11471",4,0,4,1
"32097",32097,"result.11472",4,0,4,1
"32098",32098,"result.11473",3,0,3,2
"32099",32099,"result.11474",3,0,3,2
"32100",32100,"result.11475",2,0,2,3
"32101",32101,"result.11476",5,0,5,0
"32102",32102,"result.11477",5,0,5,0
"32103",32103,"result.11478",5,0,5,0
"32104",32104,"result.11479",5,0,5,0
"32105",32105,"result.11480",5,0,5,0
"32106",32106,"result.11481",5,0,5,0
"32107",32107,"result.11482",5,0,5,0
"32108",32108,"result.11483",5,0,5,0
"32109",32109,"result.11484",5,0,5,0
"32110",32110,"result.11485",5,0,5,0
"32111",32111,"result.11486",4,0,4,1
"32112",32112,"result.11487",5,0,5,0
"32113",32113,"result.11488",5,0,5,0
"32114",32114,"result.11489",5,0,5,0
"32115",32115,"result.11490",5,0,5,0
"32116",32116,"result.11491",5,0,5,0
"32117",32117,"result.11492",3,0,3,2
"32118",32118,"result.11493",5,0,5,0
"32119",32119,"result.11494",5,0,5,0
"32120",32120,"result.11495",3,0,3,2
"32121",32121,"result.11496",4,0,4,1
"32122",32122,"result.11497",4,0,4,1
"32123",32123,"result.11498",4,0,4,1
"32124",32124,"result.11499",3,0,3,2
"32125",32125,"result.11500",3,0,3,2
"32126",32126,"result.11501",5,0,5,0
"32127",32127,"result.11502",5,0,5,0
"32128",32128,"result.11503",5,0,5,0
"32129",32129,"result.11504",5,0,5,0
"32130",32130,"result.11505",5,0,5,0
"32131",32131,"result.11506",5,0,5,0
"32132",32132,"result.11507",5,0,5,0
"32133",32133,"result.11508",5,0,5,0
"32134",32134,"result.11509",5,0,5,0
"32135",32135,"result.11510",5,0,5,0
"32136",32136,"result.11511",5,0,5,0
"32137",32137,"result.11512",5,0,5,0
"32138",32138,"result.11513",5,0,5,0
"32139",32139,"result.11514",5,0,5,0
"32140",32140,"result.11515",5,0,5,0
"32141",32141,"result.11516",5,0,5,0
"32142",32142,"result.11517",5,0,5,0
"32143",32143,"result.11518",4,0,4,1
"32144",32144,"result.11519",5,0,5,0
"32145",32145,"result.11520",4,0,4,1
"32146",32146,"result.11521",4,0,4,1
"32147",32147,"result.11522",4,0,4,1
"32148",32148,"result.11523",2,0,2,3
"32149",32149,"result.11524",5,0,5,0
"32150",32150,"result.11525",5,0,5,0
"32151",32151,"result.11526",5,0,5,0
"32152",32152,"result.11527",5,0,5,0
"32153",32153,"result.11528",5,0,5,0
"32154",32154,"result.11529",5,0,5,0
"32155",32155,"result.11530",5,0,5,0
"32156",32156,"result.11531",5,0,5,0
"32157",32157,"result.11532",5,0,5,0
"32158",32158,"result.11533",5,0,5,0
"32159",32159,"result.11534",5,0,5,0
"32160",32160,"result.11535",5,0,5,0
"32161",32161,"result.11536",5,0,5,0
"32162",32162,"result.11537",4,0,4,1
"32163",32163,"result.11538",5,0,5,0
"32164",32164,"result.11539",5,0,5,0
"32165",32165,"result.11540",5,0,5,0
"32166",32166,"result.11541",5,0,5,0
"32167",32167,"result.11542",5,0,5,0
"32168",32168,"result.11543",4,0,4,1
"32169",32169,"result.11544",4,0,4,1
"32170",32170,"result.11545",4,0,4,1
"32171",32171,"result.11546",5,0,5,0
"32172",32172,"result.11547",4,0,4,1
"32173",32173,"result.11548",4,0,4,1
"32174",32174,"result.11549",3,0,3,2
"32175",32175,"result.11550",3,0,3,2
"32176",32176,"result.11551",5,0,5,0
"32177",32177,"result.11552",5,0,5,0
"32178",32178,"result.11553",5,0,5,0
"32179",32179,"result.11554",5,0,5,0
"32180",32180,"result.11555",5,0,5,0
"32181",32181,"result.11556",5,0,5,0
"32182",32182,"result.11557",5,0,5,0
"32183",32183,"result.11558",5,0,5,0
"32184",32184,"result.11559",5,0,5,0
"32185",32185,"result.11560",5,0,5,0
"32186",32186,"result.11561",5,0,5,0
"32187",32187,"result.11562",5,0,5,0
"32188",32188,"result.11563",5,0,5,0
"32189",32189,"result.11564",5,0,5,0
"32190",32190,"result.11565",5,0,5,0
"32191",32191,"result.11566",5,0,5,0
"32192",32192,"result.11567",2,0,2,3
"32193",32193,"result.11568",5,0,5,0
"32194",32194,"result.11569",5,0,5,0
"32195",32195,"result.11570",4,0,4,1
"32196",32196,"result.11571",3,0,3,2
"32197",32197,"result.11572",4,0,4,1
"32198",32198,"result.11573",4,0,4,1
"32199",32199,"result.11574",4,0,4,1
"32200",32200,"result.11575",5,0,5,0
"32201",32201,"result.11576",5,0,5,0
"32202",32202,"result.11577",5,0,5,0
"32203",32203,"result.11578",5,0,5,0
"32204",32204,"result.11579",5,0,5,0
"32205",32205,"result.11580",5,0,5,0
"32206",32206,"result.11581",5,0,5,0
"32207",32207,"result.11582",5,0,5,0
"32208",32208,"result.11583",5,0,5,0
"32209",32209,"result.11584",5,0,5,0
"32210",32210,"result.11585",5,0,5,0
"32211",32211,"result.11586",5,0,5,0
"32212",32212,"result.11587",5,0,5,0
"32213",32213,"result.11588",5,0,5,0
"32214",32214,"result.11589",5,0,5,0
"32215",32215,"result.11590",5,0,5,0
"32216",32216,"result.11591",5,0,5,0
"32217",32217,"result.11592",5,0,5,0
"32218",32218,"result.11593",5,0,5,0
"32219",32219,"result.11594",5,0,5,0
"32220",32220,"result.11595",3,0,3,2
"32221",32221,"result.11596",4,0,4,1
"32222",32222,"result.11597",5,0,5,0
"32223",32223,"result.11598",4,0,4,1
"32224",32224,"result.11599",4,0,4,1
"32225",32225,"result.11600",5,0,5,0
"32226",32226,"result.11601",5,0,5,0
"32227",32227,"result.11602",5,0,5,0
"32228",32228,"result.11603",5,0,5,0
"32229",32229,"result.11604",5,0,5,0
"32230",32230,"result.11605",5,0,5,0
"32231",32231,"result.11606",5,0,5,0
"32232",32232,"result.11607",5,0,5,0
"32233",32233,"result.11608",5,0,5,0
"32234",32234,"result.11609",5,0,5,0
"32235",32235,"result.11610",5,0,5,0
"32236",32236,"result.11611",5,0,5,0
"32237",32237,"result.11612",5,0,5,0
"32238",32238,"result.11613",5,0,5,0
"32239",32239,"result.11614",5,0,5,0
"32240",32240,"result.11615",5,0,5,0
"32241",32241,"result.11616",4,0,4,1
"32242",32242,"result.11617",5,0,5,0
"32243",32243,"result.11618",5,0,5,0
"32244",32244,"result.11619",4,0,4,1
"32245",32245,"result.11620",5,0,5,0
"32246",32246,"result.11621",5,0,5,0
"32247",32247,"result.11622",2,0,2,3
"32248",32248,"result.11623",5,0,5,0
"32249",32249,"result.11624",4,0,4,1
"32250",32250,"result.11625",2,0,2,3
"32251",32251,"result.11626",5,0,5,0
"32252",32252,"result.11627",5,0,5,0
"32253",32253,"result.11628",5,0,5,0
"32254",32254,"result.11629",5,0,5,0
"32255",32255,"result.11630",5,0,5,0
"32256",32256,"result.11631",5,0,5,0
"32257",32257,"result.11632",5,0,5,0
"32258",32258,"result.11633",5,0,5,0
"32259",32259,"result.11634",5,0,5,0
"32260",32260,"result.11635",5,0,5,0
"32261",32261,"result.11636",5,0,5,0
"32262",32262,"result.11637",5,0,5,0
"32263",32263,"result.11638",5,0,5,0
"32264",32264,"result.11639",5,0,5,0
"32265",32265,"result.11640",5,0,5,0
"32266",32266,"result.11641",4,0,4,1
"32267",32267,"result.11642",5,0,5,0
"32268",32268,"result.11643",5,0,5,0
"32269",32269,"result.11644",5,0,5,0
"32270",32270,"result.11645",4,0,4,1
"32271",32271,"result.11646",5,0,5,0
"32272",32272,"result.11647",5,0,5,0
"32273",32273,"result.11648",4,0,4,1
"32274",32274,"result.11649",5,0,5,0
"32275",32275,"result.11650",5,0,5,0
"32276",32276,"result.11651",5,0,5,0
"32277",32277,"result.11652",5,0,5,0
"32278",32278,"result.11653",5,0,5,0
"32279",32279,"result.11654",5,0,5,0
"32280",32280,"result.11655",5,0,5,0
"32281",32281,"result.11656",5,0,5,0
"32282",32282,"result.11657",5,0,5,0
"32283",32283,"result.11658",5,0,5,0
"32284",32284,"result.11659",5,0,5,0
"32285",32285,"result.11660",5,0,5,0
"32286",32286,"result.11661",5,0,5,0
"32287",32287,"result.11662",5,0,5,0
"32288",32288,"result.11663",5,0,5,0
"32289",32289,"result.11664",5,0,5,0
"32290",32290,"result.11665",5,0,5,0
